Genes,M_Log2FC,S_Log2FC,GB_log2FC,TTT-GB-Log2fc,Sham_C-1 Counts,Sham_C-2 Counts,Sham_C-3 Counts,TT_Treatment-1 Counts,TT_Treatment-2 Counts,TT_Treatment-3 Counts,GBT-P-adj,MSG_Regulated,Control_GB-TT-Exp,Glioblastoma_TT-Exp,GB-TT-Regulated,GBT-UP,GBT-DOWN,GeneID
Hdac5,-0.400334405,-0.52897205,-0.769482179,-0.131955211,1477.441687,1599.213386,1470.444543,1316.017488,1403.65638,1429.280699,0.781600181,1,1,1,0,0,0,ENSMUSG00000008855
Ccl8,2.93745795,1.577936757,2.653139116,3.743866371,22.42980779,19.87722853,22.74572997,343.3089099,292.3277486,234.2816399,2.08E-35,1,1,1,1,1,0,ENSMUSG00000009185
Met,2.186376776,2.469966535,3.367444917,2.300235741,53.6364969,23.49127008,49.50541228,228.8726066,193.2745445,196.0481778,9.14E-13,1,1,1,1,1,0,ENSMUSG00000009376
G0s2,0.703381748,0.760701588,-1.520844036,-0.24163295,47.78524269,63.24572713,132.4604275,63.43751595,65.23015878,74.8399683,0.911859278,1,1,1,0,0,0,ENSMUSG00000009633
Ifrd2,0.497983624,0.922397238,1.044560382,0.378618401,50.71086979,47.88605054,45.49145994,62.19364309,70.06202239,55.31649831,0.760743264,1,1,1,0,0,0,ENSMUSG00000010048
Hyal1,-2.22025691,-0.648974448,-1.184852503,0.130088105,99.47132152,128.298475,111.0526816,103.2414475,112.7434843,153.7473262,0.939431999,1,1,1,0,0,0,ENSMUSG00000010051
Ifi35,2.482153856,0.508378013,0.991883335,0.761100095,245.7526767,233.10568,234.1472203,396.7954429,432.4517934,379.080709,0.000247486,1,1,1,1,1,0,ENSMUSG00000010358
Cars1,1.791001004,0.691525563,0.945221134,0.17762025,393.0092409,346.9479888,464.2804882,395.5515701,566.1333533,395.3502673,0.840136798,1,1,1,0,0,0,ENSMUSG00000010755
Mcoln2,3.905630925,2.062927462,1.357742131,0.78172968,20.47938972,25.29829085,16.05580939,36.07231299,33.82304529,37.41998415,0.460222403,1,1,1,0,0,0,ENSMUSG00000011008
Odc1,1.384941101,2.056360454,1.851311032,0.521675277,315.9677272,432.7814756,279.6386802,496.3052719,482.3810507,502.7293523,0.059611652,1,1,1,0,0,0,ENSMUSG00000011179
Evi5,-0.916588647,-0.355210188,-0.485102079,-0.214728078,2880.767488,3169.514439,2752.233326,2558.646477,2229.099747,2799.990988,0.484122673,1,1,1,0,0,0,ENSMUSG00000011831
Mlkl,4.09575749,1.820724703,2.356334964,1.061764815,184.3145075,192.4477125,181.9658397,318.4314526,540.3634141,305.8676965,0.000138225,1,1,1,1,1,0,ENSMUSG00000012519
Zfp715,-0.578615379,-0.443175227,-0.656201994,-0.048909192,648.5140079,685.7643841,626.1765662,669.2035996,584.6554972,644.2745097,0.962022172,1,1,1,0,0,0,ENSMUSG00000012640
Zbtb47,-0.48251174,-0.519715348,-1.34399373,-0.217359306,1160.498751,1086.019486,1188.129895,997.5860352,930.9390561,1024.982175,0.456991094,1,1,1,0,0,0,ENSMUSG00000013419
Cad,-0.384952482,0.727831823,0.690021301,0.260256379,386.1827777,346.9479888,359.9177271,369.43024,465.4695281,471.0037136,0.546795609,1,1,1,0,0,0,ENSMUSG00000013629
Mcemp1,4.471429629,3.739435552,3.822763933,3.303217091,3.900836138,3.61404155,2.675968232,41.04780444,38.6549089,22.77738166,9.96E-05,1,0,1,1,1,0,ENSMUSG00000013974
Mertk,0.650172165,-0.428623769,-0.953119994,0.029746121,2949.03212,3324.014716,2427.103186,3184.314526,2914.419069,2790.229253,0.978313163,1,1,1,0,0,0,ENSMUSG00000014361
Srp19,0.553810735,0.49865211,0.681793843,0.019210952,333.5214898,300.868959,256.8929502,356.9915113,279.442779,271.7016241,0.993258543,1,1,1,0,0,0,ENSMUSG00000014504
Camta1,0.840448355,-0.673107975,-2.165240348,-0.605539696,1607.144489,1056.203643,2250.489283,1085.901008,1264.337645,876.1157159,0.063226787,1,1,1,0,0,0,ENSMUSG00000014592
Tppp3,-0.55088997,-0.673010919,-1.029230006,-0.450973548,231.1245412,241.2372735,214.0774585,146.7769977,193.2745445,161.0686274,0.224364567,1,1,1,0,0,0,ENSMUSG00000014846
E2f4,0.379104299,0.417611221,0.787940887,0.096675106,230.1493321,309.9040629,367.9456318,322.1630712,328.5667257,317.2563874,0.94108259,1,1,1,0,0,0,ENSMUSG00000014859
Ptgds,1.16905438,-0.728064332,-2.020552111,-0.026021086,5027.202573,7109.72324,5551.296096,6022.832397,5074.262104,6278.422558,0.9827246,1,1,1,0,0,0,ENSMUSG00000015090
Actn1,0.907787532,0.566806709,-0.54837608,0.030637708,2714.981952,3789.322565,3061.307657,3465.429793,3033.605038,3275.875569,0.978158339,1,1,1,0,0,0,ENSMUSG00000015143
Nolc1,0.789918635,0.579164031,0.831087449,0.146824365,323.7693994,353.2725615,495.0541228,380.6250957,432.4517934,478.3250148,0.885415349,1,1,1,0,0,0,ENSMUSG00000015176
Cybb,2.57685457,0.952552272,2.447262633,2.483278439,316.9429362,472.5359327,331.8200607,2311.115777,2564.914268,1405.689839,6.09E-30,1,1,1,1,1,0,ENSMUSG00000015340
Cd83,-1.388379085,-1.054935137,0.708532849,0.577032803,214.5459876,213.2284515,156.5441415,368.1863671,293.1330592,216.3851257,0.120823423,1,1,1,0,0,0,ENSMUSG00000015396
Itga2,2.573276544,2.756979413,2.71860574,1.251208747,30.23148007,43.3684986,33.44960289,92.04659177,102.2744465,61.82432164,0.007952338,1,1,1,1,1,0,ENSMUSG00000015533
Steap2,1.069630466,-1.067119402,-0.525384181,0.573616983,706.051341,740.8785178,766.6648983,1097.095864,686.9299437,1509.815013,0.084981178,1,1,1,0,0,0,ENSMUSG00000015653
Arnt2,0.791494626,-0.728163134,-1.98818771,-0.517848247,722.6298945,600.8344077,944.6167857,508.7440005,568.5492851,502.7293523,0.046099578,1,1,1,1,0,1,ENSMUSG00000015709
Fcgr1,3.064678252,1.5702533,2.799437907,2.271666916,23.40501683,42.46498821,32.11161878,194.0441664,168.3099159,113.8869083,3.04E-10,1,1,1,1,1,0,ENSMUSG00000015947
Ncf1,2.347449202,0.863802202,2.41093438,1.978356875,106.2977848,146.3686828,76.2650946,501.2807633,504.124437,302.6137849,9.98E-13,1,1,1,1,1,0,ENSMUSG00000015950
Hsd11b1,0.775581933,0.945693337,-1.17333552,-0.288521777,114.099457,113.8423088,111.0526816,105.7291933,101.4691359,71.58605664,0.781541037,1,1,1,0,0,0,ENSMUSG00000016194
H2-M3,1.935872365,0.354455877,1.142137006,1.110765007,96.54569441,108.4212465,129.7844592,221.4093694,288.3011956,209.0638245,5.90E-05,1,1,1,1,1,0,ENSMUSG00000016206
Lonrf3,1.215385231,-1.228423426,-1.626565607,-0.307449982,224.2980779,224.0705761,199.3596332,194.0441664,177.1683325,154.5608041,0.563923095,1,1,1,0,0,0,ENSMUSG00000016239
Lnx2,-2.056327053,-0.645182218,-0.5640994,0.040532395,1142.944988,1350.748029,1062.359388,1218.995405,1138.709191,1303.191622,0.968030867,1,1,1,0,0,0,ENSMUSG00000016520
Scube1,-0.726883641,-0.74317088,-1.765489193,-0.134048241,223.3228689,187.9301606,263.5828708,206.4828951,167.5046053,239.1625074,0.918553487,1,1,1,0,0,0,ENSMUSG00000016763
Srsf6,0.515829184,0.475871496,0.822878159,0.147378864,978.1346616,1033.615883,1058.345436,1217.751532,1124.213601,1059.961725,0.759825865,1,1,1,0,0,0,ENSMUSG00000016921
Psmd11,0.783293616,0.809164108,0.543684158,0.092112965,693.3736235,839.36115,695.7517402,782.3960301,748.1335494,846.8305109,0.915400096,1,1,1,0,0,0,ENSMUSG00000017428
Abr,-0.430722544,-0.524471889,-1.034125506,-0.154941521,3003.643826,3167.707419,2951.592959,2712.886712,2716.312661,2765.824916,0.62345005,1,1,1,0,0,0,ENSMUSG00000017631
Pgs1,1.629493185,1.020761331,1.392577168,0.542760706,161.8846997,129.2019854,149.854221,179.1176921,239.1772488,221.2659932,0.127674447,1,1,1,0,0,0,ENSMUSG00000017715
Pltp,-2.074031924,-0.713203175,-1.807149878,-0.226870177,11508.44182,14372.13973,9264.202018,9525.578376,8314.831967,12193.22049,0.662922077,1,1,1,0,0,0,ENSMUSG00000017754
Vmp1,1.363179442,0.902624166,0.907551347,0.145138521,649.489217,739.071497,734.5532796,779.9082843,782.7619053,784.1927114,0.788308841,1,1,1,0,0,0,ENSMUSG00000018171
Ro60,-0.626149875,-0.486797798,-0.619307908,-0.191766011,2911.974177,3397.199057,2780.330993,2770.104863,2457.807958,2734.912755,0.565903278,1,1,1,0,0,0,ENSMUSG00000018199
Pfn1,0.400107728,1.03736724,0.949470825,0.448012225,357.9017157,477.956995,318.4402196,524.9143477,562.9121109,491.3406615,0.129003106,1,1,1,0,0,0,ENSMUSG00000018293
Srsf1,0.547322188,0.571546311,0.641015819,-0.001508604,2132.782158,2279.556708,1946.766888,2129.510339,2202.524497,2023.933056,0.998104,1,1,1,0,0,0,ENSMUSG00000018379
Shroom1,-1.906946758,-0.580654884,-0.796979645,-0.054894967,426.1663481,479.7640158,329.1440925,375.6496043,407.4871647,408.365914,0.966306661,1,1,1,0,0,0,ENSMUSG00000018387
6330403K07Rik,2.396563262,-0.882378981,-1.304990699,-0.181002872,142.380519,116.55284,124.4325228,164.1912178,103.0797571,74.02649039,0.9180413,1,1,1,0,0,0,ENSMUSG00000018451
Chd3,-0.637892897,-0.535967924,-1.053042938,-0.283109761,4705.383591,4348.595495,5952.691331,4149.559867,4025.7477,4152.804763,0.268145383,1,1,1,0,0,0,ENSMUSG00000018474
Ikzf1,1.477368805,1.302712461,2.583382123,2.182231057,80.94234986,73.18434139,60.20928521,320.9191983,442.1155206,213.944692,1.14E-13,1,1,1,1,1,0,ENSMUSG00000018654
Aatf,0.53336405,0.824403803,1.726264076,0.168019748,91.66964924,148.1757036,132.4604275,154.2402349,117.5753479,147.2395029,0.912180729,1,1,1,0,0,0,ENSMUSG00000018697
Zbtb4,-0.671870979,-0.512285387,-1.001448402,-0.151229508,2273.212259,2575.908115,2336.120266,2146.924559,1942.409172,2381.863339,0.740270999,1,1,1,0,0,0,ENSMUSG00000018750
Cd68,0.642833182,0.83769971,0.960558563,0.748324161,68.26463241,86.7369972,72.25114225,134.3382691,102.2744465,146.4260249,0.073980997,1,1,1,0,0,0,ENSMUSG00000018774
Lsp1,1.463958615,1.676305099,3.77203568,3.167820224,43.88440655,79.5089141,49.50541228,603.278338,659.5493832,302.6137849,1.81E-25,1,1,1,1,1,0,ENSMUSG00000018819
Rars1,1.299826555,1.036745481,1.357604523,0.449945821,381.3067325,483.3780573,461.6045199,575.913135,649.0803454,584.8906219,0.057697975,1,1,1,0,0,0,ENSMUSG00000018848
Ccl6,2.982730629,2.399590147,4.013058425,2.45886184,12.67771745,37.04392589,29.43565055,162.9473449,156.2302568,116.327342,4.00E-10,1,1,1,1,1,0,ENSMUSG00000018927
Ccl9,4.425744094,2.133628987,2.352581636,1.457744376,44.85961559,73.18434139,66.89920579,190.3125479,155.4249462,162.6955833,3.72E-06,1,1,1,1,1,0,ENSMUSG00000019122
Scrn1,-0.854421514,-0.718474652,-1.636349133,-0.580864291,709.9521771,554.7553779,1058.345436,475.1594332,533.1156186,540.1493365,0.056007427,1,1,1,0,0,0,ENSMUSG00000019124
Atp6v0a1,-0.633317332,-0.360850011,-0.916488601,-0.339091736,3699.943077,3623.980164,4028.670173,3052.464003,2932.135903,2988.717865,0.036363585,1,1,1,1,0,1,ENSMUSG00000019302
Akt3,1.413763093,-0.445717617,-0.607636632,-0.158296027,4474.25905,5125.614428,4905.049768,4604.817334,4046.685776,4348.852941,0.650827967,1,1,1,0,0,0,ENSMUSG00000019699
Mrpl24,0.387185939,0.382575813,0.842177736,0.352703783,126.7771745,150.8862347,116.4046181,151.7524891,182.0001961,170.0168845,0.540559127,1,1,1,0,0,0,ENSMUSG00000019710
Aig1,1.190737744,0.917194685,1.610328638,0.371652269,383.2571506,468.9218911,343.8619178,524.9143477,549.2218307,477.5115369,0.224283534,1,1,1,0,0,0,ENSMUSG00000019806
Ltv1,1.364700203,1.364220708,0.683117743,0.032790486,178.4632533,238.5267423,248.8650455,202.7512765,256.8940821,218.8255595,0.985520599,1,1,1,0,0,0,ENSMUSG00000019814
Utrn,-0.709117744,-0.855264361,-0.939451881,-0.127824549,38206.73955,46063.67009,42819.50566,38592.39941,34932.7633,42788.9384,0.801131939,1,1,1,0,0,0,ENSMUSG00000019820
Rab32,1.314219066,1.168327066,2.510135405,2.036852426,17.55376262,40.65796744,13.37984116,97.02208322,99.85851467,103.3116954,1.03E-05,1,1,1,1,1,0,ENSMUSG00000019832
Tnfaip3,4.760763251,0.824360373,1.838254499,1.160001979,221.3724508,234.9127008,203.3735856,507.5001276,612.0360577,357.1168053,1.38E-06,1,1,1,1,1,0,ENSMUSG00000019850
Perp,0.516279354,-0.777631164,-1.267765441,-0.076010388,1285.325507,1660.652092,1184.115942,1309.798123,1140.319813,1471.581551,0.943527479,1,1,1,0,0,0,ENSMUSG00000019851
Smpdl3a,-2.287860897,-0.473598827,-0.840149689,-0.151302355,905.969193,1111.317777,770.6788507,782.3960301,690.9564967,1038.811299,0.86823322,1,1,1,0,0,0,ENSMUSG00000019872
Ppp1r12a,0.582377695,-0.411493428,-0.534029335,-0.09274675,8674.484362,10300.01842,8695.558768,9192.220449,8231.884975,8528.502475,0.884038347,1,1,1,0,0,0,ENSMUSG00000019907
Rhobtb1,-0.934681664,-0.829366701,-0.566402923,-0.006697955,862.0847865,909.8349602,900.4633099,763.7379371,870.540761,1021.728263,0.995373545,1,1,1,0,0,0,ENSMUSG00000019944
Kitl,-1.271159536,-0.615142414,-0.874942801,-0.330297948,9573.627091,11026.44077,8274.093772,7857.544868,6535.095537,8577.31115,0.181856376,1,1,1,0,0,0,ENSMUSG00000019966
Pde7b,-0.710358536,-0.614297314,-0.705467536,-0.240750029,954.7296448,1081.501934,1193.481831,878.1742404,806.9212234,1045.319123,0.518014237,1,1,1,0,0,0,ENSMUSG00000019990
Nuak1,-0.9453168,-0.686040268,-0.920649694,-0.117549332,1515.47484,2024.766778,1378.123639,1614.546975,1252.257986,1671.697118,0.903914059,1,1,1,0,0,0,ENSMUSG00000020032
Tcp11l2,-0.394291419,-0.624181803,-0.943690493,-0.347117366,505.1582799,572.8255857,436.1828217,381.8689686,350.3101119,459.6150227,0.314151619,1,1,1,0,0,0,ENSMUSG00000020034
Timp3,0.698410048,-0.834496035,-1.213118209,-0.090889468,30939.48183,34613.48295,23042.76244,29345.44856,25657.19579,28191.07719,0.918022612,1,1,1,0,0,0,ENSMUSG00000020044
Igf1,-1.283127677,-0.81884422,-1.030469136,0.013105552,380.3315234,478.8605054,298.3704578,430.3800102,357.5579074,385.5885324,0.99424285,1,1,1,0,0,0,ENSMUSG00000020053
Ddx21,1.376214659,1.035282945,0.798378077,0.355401906,817.2251709,991.1508951,872.3656435,1083.413263,1125.018911,1221.030352,0.102433649,1,1,1,0,0,0,ENSMUSG00000020075
Ppa1,3.799598897,1.593034048,1.274063651,0.327485975,266.2320664,250.2723773,278.3006961,309.7243426,380.9119148,304.2407407,0.399142882,1,1,1,0,0,0,ENSMUSG00000020089
Eif4ebp2,-0.424694806,-0.344877116,-0.657974008,0.017419293,1523.276512,1939.836802,1462.416639,1639.424432,1585.656576,1763.620123,0.989859288,1,1,1,0,0,0,ENSMUSG00000020091
Sgpl1,0.693000695,0.516539968,0.727855249,0.687172265,606.5800194,732.7469243,592.7269633,1120.729448,1023.549775,972.919588,9.17E-05,1,1,1,1,1,0,ENSMUSG00000020097
Unc5b,-2.757814985,-0.567421137,-0.673471873,-0.530278594,903.0435659,992.9579159,875.0416117,584.620245,595.124535,737.8244701,0.007494046,1,1,1,1,0,1,ENSMUSG00000020099
Pno1,1.298460096,1.609427906,0.884789913,0.189347129,123.8515474,149.9827243,116.4046181,131.8505234,152.2037038,161.0686274,0.874473549,1,1,1,0,0,0,ENSMUSG00000020116
Plek,2.67743259,1.073871416,1.786499011,1.212928136,241.8518406,402.0621225,256.8929502,758.7624457,806.1159128,529.5741235,1.15E-06,1,1,1,1,1,0,ENSMUSG00000020120
Ptprr,-2.479451098,-0.809676561,-1.382523296,-0.469261139,672.8942338,860.1418889,650.2602803,603.278338,426.0093086,552.3515052,0.087184057,1,1,1,0,0,0,ENSMUSG00000020151
Ptprb,-3.761484395,-0.578212263,-1.036847998,-0.350294057,61730.73188,80741.30227,58597.01435,53355.92641,45771.4387,58599.69518,0.15101951,1,1,1,0,0,0,ENSMUSG00000020154
Phlda1,1.948290488,0.595785468,1.733482771,0.0793139,165.7855359,168.0529321,125.7705069,169.1667092,150.5930826,168.3899287,0.960468936,1,1,1,0,0,0,ENSMUSG00000020205
Vps13d,-0.804710814,-0.475738671,-0.567474496,-0.098925246,4706.3588,4733.49092,5064.269878,4319.970449,4616.845682,4601.844573,0.845701284,1,1,1,0,0,0,ENSMUSG00000020220
Ncln,0.294533826,0.672935324,0.848873389,0.26847783,300.3643826,333.395333,287.6665849,337.0895455,426.0093086,346.5415924,0.56166603,1,1,1,0,0,0,ENSMUSG00000020238
Txnrd1,2.104266971,0.933583473,1.042956237,0.295416855,605.6048104,728.2293724,825.5361994,919.2220449,858.4611019,869.6078926,0.325443239,1,1,1,0,0,0,ENSMUSG00000020250
Cpeb4,0.863047812,-0.50348077,-0.817959311,-0.250981529,2374.633999,2584.039708,2437.807059,2161.851034,1981.869392,2074.368687,0.236499655,1,1,1,0,0,0,ENSMUSG00000020300
Sptbn1,-0.708050777,-0.559157198,-1.001323815,-0.141078325,92388.3783,98484.43926,108419.5289,86170.53637,80563.27264,104672.6439,0.77939549,1,1,1,0,0,0,ENSMUSG00000020315
Nudcd2,-0.591423904,0.550154697,1.306016954,0.118462479,170.661581,209.6144099,194.0076968,192.8002936,227.9029004,201.7425233,0.924299708,1,1,1,0,0,0,ENSMUSG00000020328
Hcn2,-1.191987528,-1.093711075,-1.6089411,-0.587327413,417.3894668,402.9656328,626.1765662,274.8959025,355.9472862,327.0181224,0.046455989,1,1,1,1,0,1,ENSMUSG00000020331
Cyfip2,0.640729579,-1.006697238,-1.352533822,-0.506286812,2453.625931,1910.020959,4083.527521,2169.314271,2183.197043,1593.603238,0.636076218,1,1,1,0,0,0,ENSMUSG00000020340
Hnrnpab,0.812434168,0.621210039,0.855112551,0.131999802,1092.234119,1400.441101,1333.970163,1391.893732,1307.019107,1493.545454,0.833904364,1,1,1,0,0,0,ENSMUSG00000020358
Havcr2,0.894589568,1.404549615,3.013141009,2.325539884,29.25627103,19.87722853,26.75968232,128.1189048,158.6461886,91.92300455,1.89E-09,1,1,1,1,1,0,ENSMUSG00000020399
Upp1,8.101408178,3.859169444,3.889008524,2.364930386,27.30585297,41.56147783,24.08371408,155.4841077,236.761317,91.10952663,1.15E-08,1,1,1,1,1,0,ENSMUSG00000020407
Myo1g,2.474103603,2.40712708,3.756025287,3.32118991,13.65292648,27.10531163,17.39379351,194.0441664,267.3631199,125.2755991,1.19E-17,1,1,1,1,1,0,ENSMUSG00000020437
Pnpt1,1.902694345,0.653944741,1.001302199,0.306617612,515.8855792,552.9483572,619.4866456,659.2526168,774.7087993,649.9688552,0.297871112,1,1,1,0,0,0,ENSMUSG00000020464
Shmt1,1.56309894,1.368221712,2.161832761,0.561547989,39.00836138,46.98254015,32.11161878,42.2916773,69.25671179,62.63779956,0.569563272,1,1,1,0,0,0,ENSMUSG00000020534
Tspan13,-2.39304889,-0.673942847,-0.585532958,-0.211862323,4850.689737,5615.317059,4977.300911,4301.312356,3993.535276,5039.495692,0.490063597,1,1,1,0,0,0,ENSMUSG00000020577
Snx13,-0.33144871,-0.526129274,-0.750880643,-0.152268237,2635.99002,3078.25989,2586.323296,2497.696706,2280.639625,2693.425381,0.73734453,1,1,1,0,0,0,ENSMUSG00000020590
Ntsr2,0.84648748,-1.329364505,-1.930369012,-0.236397646,334.4966988,159.0178282,326.4681242,228.8726066,254.4781503,210.6907803,0.83760864,1,1,1,0,0,0,ENSMUSG00000020591
Lpin1,0.701832409,-0.909643899,-0.760582149,0.100211048,831.8533064,769.7908502,742.5811843,796.0786315,880.2044882,836.255298,0.892463899,1,1,1,0,0,0,ENSMUSG00000020593
Mboat2,0.502443756,-0.988119946,-1.333484592,-0.232795951,847.456651,625.2291882,786.7346601,623.1803038,647.4697242,649.9688552,0.568177093,1,1,1,0,0,0,ENSMUSG00000020646
Ncoa1,-0.801140224,-0.571950405,-0.774900844,-0.180778615,1907.508871,1774.494401,2190.279998,1706.593566,1620.284932,1849.848782,0.637336888,1,1,1,0,0,0,ENSMUSG00000020647
Klf11,-0.898683408,-0.407983551,-0.921723812,0.020199487,540.2658051,644.2029063,483.0122658,475.1594332,547.6112095,667.8653693,0.990677423,1,1,1,0,0,0,ENSMUSG00000020653
Efr3b,-2.712108329,-0.932969665,-1.242244538,-0.34775348,4248.985763,4251.919884,4122.329061,3071.122096,3254.260143,3591.505001,0.037112472,1,1,1,1,0,1,ENSMUSG00000020658
Ccl11,5.918112827,4.272731949,4.426305166,3.666020634,5.851254207,13.55265581,5.351936463,70.90075312,147.3718402,104.1251733,8.48E-13,1,0,1,1,1,0,ENSMUSG00000020676
Itgb3,2.054042658,1.237434513,1.669083327,0.296237378,283.785829,321.649698,251.5410138,338.3334184,434.8677252,280.6498811,0.592239066,1,1,1,0,0,0,ENSMUSG00000020689
Mettl2,0.808878664,0.548311397,1.127669968,0.545640705,88.74402214,75.89487255,60.20928521,119.4117947,103.0797571,108.1925629,0.317562401,1,1,1,0,0,0,ENSMUSG00000020691
Nle1,0.975245826,1.292946316,1.82871059,0.348258819,29.25627103,46.98254015,33.44960289,41.04780444,56.37174215,42.30085165,0.853546396,1,1,1,0,0,0,ENSMUSG00000020692
Ftsj3,1.31286373,1.144270363,1.70987055,0.106578417,272.0833206,275.5706682,275.6247278,314.699834,297.9649228,274.9555357,0.9180413,1,1,1,0,0,0,ENSMUSG00000020706
Adap2,0.674709054,-0.648852086,-0.569014143,0.352508527,571.4724942,593.6063246,627.5145503,806.0296144,733.6379586,749.213161,0.112724273,1,1,1,0,0,0,ENSMUSG00000020709
Jpt1,1.06479118,1.169991025,1.388784331,0.54720377,159.9342817,193.3512229,139.150348,215.1900051,248.8409761,257.0590216,0.099404411,1,1,1,0,0,0,ENSMUSG00000020737
Nup85,-0.42224743,0.322847182,0.838526411,0.120189061,331.5710717,340.6234161,302.3844102,334.6017998,383.3278466,341.6607249,0.899943163,1,1,1,0,0,0,ENSMUSG00000020739
Atp2a3,-1.117567658,-0.764796105,-1.571189835,-0.112163615,3540.984004,4597.060852,3045.251847,3256.459152,3007.029789,4086.099574,0.908169261,1,1,1,0,0,0,ENSMUSG00000020788
Kif1c,-0.94808772,-0.316938662,-0.851584506,-0.173499833,5353.897599,6078.817887,6257.751709,5025.246362,4678.049288,5979.876163,0.664320315,1,1,1,0,0,0,ENSMUSG00000020821
Doc2b,2.40093536,-0.842585617,-0.950574339,0.461782402,316.9429362,259.3074812,259.5689185,414.209663,437.283657,301.800307,0.16210142,1,1,1,0,0,0,ENSMUSG00000020848
Lrrc59,1.098962341,0.802170446,0.635599715,0.239129967,906.9444021,1047.168539,892.4354052,1078.437771,1115.355184,1167.34081,0.407421928,1,1,1,0,0,0,ENSMUSG00000020869
Fbxl20,-0.512589711,-0.646525882,-0.568716168,0.029194892,886.4650123,976.6947289,848.2819294,904.2955705,913.2222229,950.9556842,0.977307725,1,1,1,0,0,0,ENSMUSG00000020883
Kat2a,-0.496913809,0.751152276,0.573276556,0.217240444,222.3476599,220.4565346,228.7952838,194.0441664,283.469332,299.3598732,0.795270765,1,1,1,0,0,0,ENSMUSG00000020918
Lsm12,0.456420747,0.728826045,0.517677435,-0.014163473,472.9763817,547.5272948,412.0991077,490.0859075,459.0270432,473.4441473,0.99424285,1,1,1,0,0,0,ENSMUSG00000020922
Strn3,-0.487819099,-0.418337578,-0.498969274,-0.237802779,2879.792279,3149.637211,2964.972801,2569.841332,2489.215071,2569.776738,0.255819036,1,1,1,0,0,0,ENSMUSG00000020954
Pole2,-1.004535469,0.944320551,2.428874568,0.939724262,13.65292648,24.39478046,25.4216982,49.75491447,38.6549089,33.35259457,0.293627655,1,1,1,0,0,0,ENSMUSG00000020974
Sptb,1.251283009,-1.186464781,-2.471449923,-0.804065702,1969.92225,1322.739207,3640.654779,1319.749106,1298.966001,1351.186819,0.383628342,1,1,1,0,0,0,ENSMUSG00000021061
Fut8,-2.253383657,-0.533791889,-1.342789421,-0.466928729,2325.873547,2734.022433,2494.002392,1863.321547,1632.364591,1971.056991,0.006421903,1,1,1,1,0,1,ENSMUSG00000021065
Pygl,0.783006938,0.620610839,0.976630552,0.688173612,74.11588662,107.5177361,81.61703106,124.3872862,186.8320597,113.0734304,0.145658706,1,1,1,0,0,0,ENSMUSG00000021069
Hif1a,2.474400883,0.472144702,0.559632853,0.336138534,2219.575762,2746.671578,2222.391616,3197.997128,3245.401727,2636.481927,0.146531344,1,1,1,0,0,0,ENSMUSG00000021109
Pals1,0.375219463,-0.471304403,-0.478627704,-0.167294721,1561.309664,1855.810336,1507.908098,1420.502808,1341.647463,1625.328877,0.730409003,1,1,1,0,0,0,ENSMUSG00000021112
Pcnx1,-0.353396656,-0.463546605,-0.578880347,-0.006957632,4728.788608,5405.702649,5147.224893,4899.615203,4411.491479,5896.087938,0.994896426,1,1,1,0,0,0,ENSMUSG00000021140
Zmynd11,-0.32439337,-0.362942333,-0.539657969,-0.215001402,2160.088011,2242.512782,2365.555917,1980.245596,1853.825006,1996.274807,0.384198996,1,1,1,0,0,0,ENSMUSG00000021156
Esyt2,-0.961872455,-0.618247116,-0.989527912,-0.165370393,9271.312291,11293.87984,8686.19288,8588.942111,7807.486288,9690.14894,0.725141199,1,1,1,0,0,0,ENSMUSG00000021171
Rps6ka5,-0.506308031,-0.516532536,-0.954775044,-0.577052242,683.6215332,861.0453993,763.9889301,564.7182793,443.7261418,541.7762923,0.006216232,1,1,1,1,0,1,ENSMUSG00000021180
Lgmn,0.724268711,0.815853712,1.239741625,0.619318295,863.0599955,969.4666458,986.0942933,1409.307952,1547.001667,1370.710289,8.46E-05,1,1,1,1,1,0,ENSMUSG00000021190
Fcf1,0.660388945,0.491506835,0.723319648,0.127549342,173.5872081,168.0529321,177.9518874,169.1667092,205.3542036,191.1673103,0.916938586,1,1,1,0,0,0,ENSMUSG00000021243
Degs2,-3.289923067,-0.50010504,-0.88164094,-0.155232423,313.0421001,404.7726536,251.5410138,241.3113352,242.3984913,387.2154882,0.909959557,1,1,1,0,0,0,ENSMUSG00000021263
Tnfaip2,3.301060573,1.105176557,1.51096172,1.005834697,118.9755022,134.6230477,74.92711048,202.7512765,299.575544,161.0686274,0.006834332,1,1,1,1,1,0,ENSMUSG00000021281
Kif26a,-3.162908715,-0.434865911,-0.833492739,-0.20190856,1838.26903,2085.301974,1914.65527,1501.354544,1529.284834,2042.643048,0.639889258,1,1,1,0,0,0,ENSMUSG00000021294
Gpr132,3.742518112,2.584299548,4.619553714,4.310849642,5.851254207,0,0,53.48653306,51.53987854,13.82912458,0.073706953,1,0,1,0,0,0,ENSMUSG00000021298
Hivep1,0.594782081,-0.559364483,-0.872915029,-0.173404354,3694.091823,3729.69088,4079.513569,3363.432218,3170.507841,3663.904535,0.587646176,1,1,1,0,0,0,ENSMUSG00000021366
Kif13a,-0.623678081,-0.421151931,-0.627200786,-0.006438138,1461.838343,1616.380083,1404.883322,1461.550613,1373.054577,1630.209744,0.995373545,1,1,1,0,0,0,ENSMUSG00000021375
