Genes,M_Log2FC,S_Log2FC,GB_log2FC,TTT-GB-Log2fc,Sham_C-1 Counts,Sham_C-2 Counts,Sham_C-3 Counts,TT_Treatment-1 Counts,TT_Treatment-2 Counts,TT_Treatment-3 Counts,GBT-P-adj,MSG_Regulated,Control_GB-TT-Exp,Glioblastoma_TT-Exp,GB-TT-Regulated,GBT-UP,GBT-DOWN,GeneID
Cadm1,-0.728880239,-0.51397842,-0.609733155,-0.133348244,1368.218275,1229.677637,1363.405814,1245.116735,1203.93935,1162.459942,0.78693591,1,1,1,0,0,0,ENSMUSG00000032076
Il10ra,2.039074655,0.920972419,2.443751842,2.173459382,61.43816917,85.83348682,65.56122167,305.992724,430.0358616,226.9603387,3.79E-14,1,1,1,1,1,0,ENSMUSG00000032089
Stt3a,0.477785456,0.614934698,0.444436979,0.18660326,2629.163557,3324.014716,2500.692312,3214.167475,3126.215758,3285.637304,0.632861137,1,1,1,0,0,0,ENSMUSG00000032116
Cgnl1,-0.944579625,-0.354129756,-0.902272388,-0.048443225,9390.287793,10611.7295,11423.70838,9809.181388,8347.849702,12228.20004,0.96571605,1,1,1,0,0,0,ENSMUSG00000032232
Rora,-0.334400717,-0.856576858,-1.383369399,-0.392482816,2505.31201,2472.00442,3229.893655,2109.608374,2161.453656,1977.564815,0.054890348,1,1,1,0,0,0,ENSMUSG00000032238
Psma4,0.416068091,0.879842681,0.480034105,0.140716869,902.0683569,945.0718654,920.5330717,1032.414475,983.2842453,1036.370865,0.769504073,1,1,1,0,0,0,ENSMUSG00000032301
Pstpip1,1.82385318,2.209758875,3.354775004,2.877955603,7.801672276,8.131593488,9.36588881,57.21815164,101.4691359,26.03129332,1.76E-05,1,0,1,1,1,0,ENSMUSG00000032322
Tspan3,-0.269595153,-0.414474239,-0.626109489,0.053369594,1501.821913,1554.941377,1411.573242,1710.325185,1266.753577,1664.375817,0.959118186,1,1,1,0,0,0,ENSMUSG00000032324
Hmg20a,-0.781157198,-0.38917908,-0.564773544,-0.124041168,933.275046,914.3525122,956.6586428,868.2232575,835.9124051,868.7944147,0.823930659,1,1,1,0,0,0,ENSMUSG00000032329
Neo1,-0.668495936,-0.604990707,-1.373687604,-0.199511298,1231.689011,1331.774311,1289.816688,1099.58361,1068.647169,1186.86428,0.519121027,1,1,1,0,0,0,ENSMUSG00000032340
Aph1b,-0.696198722,-0.480783868,-1.267662549,-0.155924765,531.4889238,487.8956093,412.0991077,450.281976,388.9650209,449.0398098,0.833955689,1,1,1,0,0,0,ENSMUSG00000032375
Plscr4,-2.238387455,-0.620136722,-1.098870784,-0.367118396,1237.540265,1582.046689,1114.540768,971.4647051,903.5584956,1177.102545,0.20407895,1,1,1,0,0,0,ENSMUSG00000032377
Ciao2a,-0.536128633,0.442006246,0.620927738,0.160933445,250.6287219,258.4039708,208.7255221,257.4816824,251.2569079,295.2924836,0.861350445,1,1,1,0,0,0,ENSMUSG00000032381
Dpp8,-0.435972979,-0.333925656,-0.551976033,-0.192758638,3695.067032,4391.060483,3572.417589,3359.7006,3180.976879,3662.277579,0.565754669,1,1,1,0,0,0,ENSMUSG00000032393
Tfdp2,-1.450854073,-0.76643468,-0.643072562,-0.239894937,1317.507406,1403.151632,1366.081782,1149.338524,1014.691359,1296.683799,0.424028721,1,1,1,0,0,0,ENSMUSG00000032411
Ptgs2,6.372839997,0.907027359,1.838501225,1.456952857,368.629015,416.5182887,278.3006961,1268.750319,1183.806585,469.3767577,0.026273665,1,1,1,1,1,0,ENSMUSG00000032487
Trib1,2.528245826,1.055354607,0.674273924,0.183622666,245.7526767,303.5794902,251.5410138,252.5061909,324.5401727,331.085512,0.82923888,1,1,1,0,0,0,ENSMUSG00000032501
Myd88,2.90635454,0.689475098,0.742487094,0.621151022,196.0170159,194.2547333,144.5022845,226.3848608,322.9295515,274.1420578,0.051320413,1,1,1,0,0,0,ENSMUSG00000032508
Rpsa,0.551035657,1.176908293,0.587432242,0.211143306,2409.741524,2876.777074,2036.411824,2900.711514,2864.489812,2718.643196,0.571565318,1,1,1,0,0,0,ENSMUSG00000032518
Slco2a1,-1.274280808,1.746175343,2.255806611,0.628332169,105.3225757,135.5265581,90.98291987,150.5086163,144.9559084,218.8255595,0.148324477,1,1,1,0,0,0,ENSMUSG00000032548
Atp2c1,-0.605786167,-0.378792899,-0.626443865,-0.040807052,4001.282668,4798.543668,4177.186409,4130.901774,3933.136981,4552.22242,0.965468945,1,1,1,0,0,0,ENSMUSG00000032570
Manf,1.965781794,1.003583903,1.101063222,0.582789345,347.1744163,348.7550096,309.0743307,492.5736533,544.3899671,470.1902357,0.005640658,1,1,1,1,1,0,ENSMUSG00000032575
Thsd7a,-0.491323105,-0.826031311,-1.645241524,-0.454458264,934.250255,1059.817685,1232.283371,840.8580546,713.5051935,799.6487918,0.033930312,1,1,1,1,0,1,ENSMUSG00000032625
Crebl2,-0.749538143,-0.824380559,-0.92657183,-0.17455516,702.1505048,712.8696958,697.0897243,602.0344651,602.3723304,666.2384135,0.700181241,1,1,1,0,0,0,ENSMUSG00000032652
Oas3,7.350248788,2.730354772,4.521007278,3.346823685,9.752090345,17.16669736,4.013952347,100.7537018,157.840878,68.33214497,1.01E-10,1,0,1,1,1,0,ENSMUSG00000032661
Nlrp3,3.296049774,1.737192729,1.438140036,1.408548204,23.40501683,35.23690511,10.70387293,60.94977023,73.2832648,53.68954248,0.020362129,1,1,1,1,1,0,ENSMUSG00000032691
Mctp2,6.77474876,2.825130014,2.145048137,0.367576981,53.6364969,47.88605054,82.95501518,83.33948174,94.22134045,58.57040998,0.779326373,1,1,1,0,0,0,ENSMUSG00000032776
Pdxk,-2.237789355,-1.079381895,-1.254331041,-0.034830533,1570.086546,1529.643086,1410.235258,1396.869224,1368.222713,1637.531046,0.97161439,1,1,1,0,0,0,ENSMUSG00000032788
Abcc4,-1.160223477,-0.840139667,-0.484407551,0.143636006,4827.284721,5520.448468,4359.152249,5565.087184,4865.686658,5821.247969,0.775329216,1,1,1,0,0,0,ENSMUSG00000032849
Ugt8a,-0.964417169,-1.072908152,-2.320866954,-0.622391775,446.6457378,359.5971342,565.967281,262.4571738,393.7968845,231.8412062,0.068012441,1,1,1,0,0,0,ENSMUSG00000032854
Pkd1,-0.385310553,-0.51883978,-0.564158511,-0.102163922,2590.155196,3126.145941,2134.084665,2314.847396,2632.560359,2369.66117,0.907857279,1,1,1,0,0,0,ENSMUSG00000032855
Ccdc85a,-1.225901775,-0.845681387,-0.585573875,0.096136433,790.894527,708.3521438,644.9083438,801.054123,761.8238297,732.9436026,0.909103425,1,1,1,0,0,0,ENSMUSG00000032878
Sgpp2,-3.910755375,-1.19202953,-1.407009543,-0.377112494,1329.209914,1463.686828,1244.325228,924.1975363,881.8151094,1301.564666,0.184896165,1,1,1,0,0,0,ENSMUSG00000032908
Adgre4,3.368515417,2.991717372,2.922256183,1.522340095,13.65292648,11.74563504,0,21.14583865,32.21242409,21.96390374,0.252657652,1,0,1,0,0,0,ENSMUSG00000032915
Fkbp1a,1.02219366,1.559794206,0.837040884,0.126065911,1371.143902,1555.844887,1091.795038,1235.165752,1588.877818,1562.691077,0.879902751,1,1,1,0,0,0,ENSMUSG00000032966
