Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated,GeneID
Cd68,#N/A,6.144029524,#N/A,-2.758503077,0.642833182,0.83769971,0.960558563,725.8327774,2728.243541,878.9078781,407.8611903,47.96296446,3558.017759,3111.104619,5904.551003,1044.616189,64.59850505,83.07516435,1621.523827,448.0360991,36.09602382,27.61415642,18.17581833,28050.99152,49787.49027,21121.33767,24560.62428,18767.71024,15780.36127,842.8012698,1316.67883,80.37688774,301.1724531,75.05532852,240.9253489,471.0243059,2772.49797,3116.595039,1373.721687,81.06294323,157.1152101,23755.13062,21548.73207,18623.87013,20144.29872,19657.99872,20703.86791,1151.145909,3070.211708,8884.044192,5222.552416,26.67635764,33.83782717,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000018774
Lsp1,#N/A,2.951258816,#N/A,-2.445204487,1.463958615,1.676305099,3.77203568,124.9151586,210.2345309,72.57037526,1.74299654,4.170692562,339.101918,144.5048593,427.3282849,125.7763978,6.152238576,258.8573962,186.2889512,115.2841425,67.17871099,1.022746534,33.62526392,1148.096112,1564.906385,337.8584927,434.1481835,957.7725619,677.1232493,172.3100054,261.8634414,32.55772668,124.6611253,53.61094894,26.85236087,137.466321,210.9064187,243.7443981,131.9393711,78.47582802,80.32958108,1997.25062,2670.917494,1945.730887,1703.514196,2240.000911,1797.655799,62.16616641,297.5445797,1243.213647,652.5924574,0,13.13109711,1,0,0,0,0,1,1,1,1,0,1,0,1,ENSMUSG00000018819
Rars1,#N/A,1.1251811,#N/A,#N/A,1.299826555,1.036745481,1.357604523,652.0192746,176.597006,347.6210568,575.1888581,548.4460719,1762.600722,1016.170535,780.4498617,763.2995132,869.5163855,536.9785985,941.9741313,376.4201925,410.0909372,376.3707246,432.5844764,1116.24067,822.6280509,1260.232905,1395.35564,955.5312844,1158.755735,422.2934329,307.084839,344.908417,325.4427606,413.8765258,889.8574034,675.2022239,749.4344586,457.2811572,583.8101584,632.9808546,776.1255113,739.4916493,975.3899591,619.0961913,826.4477441,772.0559555,782.0127212,809.2319937,631.7727378,1314.254427,1052.305338,564.0144187,621.706944,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000018848
Ccl6,#N/A,6.263901125,#N/A,#N/A,2.982730629,2.399590147,4.013058425,493.0363455,2047.083661,158.5797089,159.4841834,9.384058265,1877.093198,1442.730334,3535.054046,1358.577121,17.43134263,14.44785467,539.4280064,41.92150635,11.02934061,0,0,7212.331973,20342.50761,7797.691101,5309.446462,2708.95734,3290.235672,247.3050336,593.1364698,48.83659002,108.1131883,7.505532852,26.85236087,191.037755,1243.938343,2300.988784,852.0006447,45.70570204,98.04934161,4833.699629,3966.730658,3352.483913,2528.015066,2721.237583,2985.276778,536.9870581,927.2793409,4640.344273,4366.931194,0,41.41346012,1,0,1,0,0,1,1,0,0,0,1,0,0,ENSMUSG00000018927
Ccl9,#N/A,7.519669211,#N/A,#N/A,4.425744094,2.133628987,2.352581636,180.7484491,950.2600798,94.07270867,50.54689965,18.76811653,2003.253696,1598.826492,5509.208368,802.6646453,7.177611673,19.26380623,436.5641073,52.40188294,19.05067924,8.181972274,0,20717.08878,40232.25095,17431.84002,12218.65296,3199.050008,4545.94852,135.7052892,391.2176715,8.13943167,40.81824456,16.08328468,9.696685871,284.029678,1409.796789,2678.063451,835.6160169,24.14640862,56.7032337,3209.310669,2703.502905,2830.154017,2116.251349,1817.620523,2410.124268,1415.888031,1435.754496,5823.370593,4132.179185,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,ENSMUSG00000019122
Scrn1,#N/A,#N/A,#N/A,#N/A,-0.854421514,-0.718474652,-1.636349133,81.38411846,2.402680353,188.1454173,308.5103875,133.462162,154.6013046,193.1883146,95.95695021,27.84363004,112.7910406,0,158.7505845,95.19675401,82.21872091,20.45493068,19.99340017,9.10155468,0,0,36.31978967,0,0.788269208,710.6671724,598.3947718,822.0825987,786.5786046,1331.695972,2131.779094,400.2695819,766.8393573,643.7352053,1043.442085,1319.428757,1606.591622,0,74.94644452,1.0404978,0,85.39931346,6.489732126,55.73518368,120.2406178,0,0,1.270302745,11.11092832,1,0,1,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000019124
Atp6v0a1,#N/A,#N/A,#N/A,-0.455341731,-0.633317332,-0.360850011,-0.916488601,2340.266569,240.2680353,1894.893132,1611.400301,2108.28509,248.6747399,1812.106391,1468.781051,1460.350389,1505.247705,2084.103036,1980.332546,2026.20614,3206.530116,2682.664159,2119.300418,3318.166792,706.5673491,2416.828236,3519.641013,3005.553055,2948.915105,4707.723618,3111.863145,2895.602817,3708.944276,4188.087331,2488.318774,3027.291408,3090.905233,3345.756439,2623.265143,4280.8133,3248.622764,3025.476369,3190.111704,2771.88614,3377.825291,3309.800419,3115.07142,2792.118336,2393.603486,2405.51974,2411.872957,1991.834704,1713.103131,1,1,1,0,1,1,0,1,1,0,1,1,1,ENSMUSG00000019302
Akt3,#N/A,-4.936010886,#N/A,4.506536021,1.413763093,-0.445717617,-0.607636632,475.0561333,264.2948389,285.8018482,413.0901799,409.7705442,307.7441063,223.3256917,115.1483402,427.2557023,293.2567055,473.1672404,837.4903283,886.4651864,1015.702003,546.1466493,607.9811233,20.80355355,91.82824754,8.291005956,6.757170171,12.70057219,3.15307683,108.9213505,104.1143803,97.67318004,133.4866917,80.41642341,85.0324761,107.1428679,83.95304045,102.0809873,57.77737165,119.8696714,68.51640739,19.73362547,1.086180355,36.41742302,13.62811357,51.93201494,31.63744411,832.8122638,737.7475196,402.5644192,336.2663912,534.7974555,663.6254463,1,1,1,0,1,0,1,1,1,0,0,1,1,ENSMUSG00000019699
Mrpl24,#N/A,0.807447221,#N/A,#N/A,0.387185939,0.382575813,0.842177736,346.3556669,729.2134873,291.1774316,253.6059965,226.2600715,312.1196149,349.2844728,371.0335408,322.6020584,241.9880507,227.553711,319.1210729,192.1402375,285.7601885,205.5720534,204.4779563,397.8679617,757.5830422,466.369085,271.9760994,366.8224086,254.610954,477.6469061,387.0110299,338.8038433,373.9833758,318.4490367,416.2115935,421.4959991,261.0734794,343.7420999,304.4091372,287.1697883,350.8512585,388.4408383,295.4410567,529.6133804,376.7199964,505.4716121,399.1185257,468.389909,393.3294787,361.1239643,255.5987125,303.602356,219.1883133,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000019710
Aig1,#N/A,0.77492079,#N/A,1.450141299,1.190737744,0.917194685,1.610328638,778.8270871,1617.003878,970.2927951,1083.272349,526.549936,1806.355809,1377.046307,1750.254772,1461.310515,1115.605929,593.5660293,658.4909448,898.6922924,651.7337633,945.0177976,809.7327068,892.6024697,2532.929161,1264.378408,1217.979923,930.13014,964.0532408,1761.490366,1333.505397,1336.901652,1782.764411,1850.649957,2640.482153,1182.614674,1566.440877,2141.617447,1779.887986,1780.797636,2258.678809,654.3254762,558.2967027,432.847085,362.1184462,566.6359853,458.3373314,1152.217739,1139.228905,1132.705768,887.3444664,2047.728025,1924.715811,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000019806
Ltv1,1.171758388,1.403220857,#N/A,#N/A,1.364700203,1.364220708,0.683117743,309.4489155,222.2479327,364.6437374,171.6851592,269.0096702,329.6216494,652.9765034,852.0977178,564.5536022,615.2238576,617.6457871,197.6282786,90.82993043,309.8242044,243.4136751,229.015311,821.0902543,720.5966647,729.6085241,685.0081261,685.8308984,818.2234374,235.6986602,369.132803,334.7341274,307.7916279,269.1269637,294.6300707,343.6658026,514.9802359,522.904649,668.3203438,349.2605533,381.5655101,620.0512846,600.6577365,572.2737903,632.7338441,1172.509493,788.5024533,425.5166908,725.5196601,804.1421608,874.6551686,551.3113912,605.5455937,1,1,1,1,1,1,1,1,1,0,1,1,0,ENSMUSG00000019814
Utrn,#N/A,-5.612120411,#N/A,4.655903131,-0.709117744,-0.855264361,-0.939451881,5503.837592,5717.177901,5765.313146,6470.003155,8302.806218,2259.950202,3308.929453,2131.523721,3344.11598,6047.650521,7586.327689,3931.506822,6558.09565,7874.949196,12246.367,11279.91286,84.51443631,173.4533565,172.0383736,213.6955066,92.63946776,275.8942226,766.0206456,484.8154478,769.1762928,495.3349137,776.2865407,764.546386,599.393591,530.3374994,462.4893708,389.7816715,535.5328484,548.1312591,175.5254055,166.1855944,204.9780667,269.6419613,206.574015,256.344419,3311.956107,3629.636277,3073.500406,3026.397521,11008.44359,8208.955863,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000019820
Rab32,#N/A,5.636983428,#N/A,#N/A,1.314219066,1.168327066,2.510135405,289.5760494,198.2211292,129.909931,267.5499688,53.17633017,313.5781178,240.3262634,1079.835546,148.8194019,48.19253552,69.83129757,113.3932746,75.10936555,0,22.50042375,29.08130933,2222.729675,2580.118677,2748.468474,2964.708412,2377.99537,2542.168194,89.27979553,247.1401957,14.24400542,35.30226556,38.59988324,138.7371978,85.91645065,399.2888509,644.7768481,138.8381617,110.3835823,106.3185632,2849.950963,1906.246524,2153.830447,1814.485978,1699.907956,1869.854069,228.299887,431.0320453,1599.404224,1247.176696,3.810908234,19.19160347,1,1,1,0,0,1,1,1,1,0,1,0,0,ENSMUSG00000019832
Tnfaip3,#N/A,4.774969192,#N/A,-3.704466725,4.760763251,0.824360373,1.838254499,1827.357357,1301.051411,1550.855797,1744.739536,280.4790748,965.5289021,3087.922021,3180.653043,1885.685841,968.9775758,211.9018685,1144.462122,61.1355301,296.7895291,302.7329741,311.7152844,10838.6514,5377.05405,8247.478174,11814.91204,15573.14279,11925.72484,667.8128706,2106.475796,96.65575108,276.9021455,43.96097813,64.14730653,423.5175626,1800.895099,1451.008319,666.5956461,46.56807377,131.1262279,15899.07046,15572.56776,14203.83547,8272.264935,31838.94134,16431.19053,962.5037489,1623.248341,1822.393339,2329.392522,607.204712,496.4564792,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000019850
Perp,#N/A,-7.206463423,#N/A,5.95359729,0.516279354,-0.777631164,-1.267765441,109.7739272,228.2546336,189.9372785,352.9567993,54.21900331,86.05166952,180.0515092,153.5311203,66.24863699,14.35522335,16728.20773,13697.90757,16442.8375,15153.31133,18323.52691,22398.96972,109.2186562,31.88480817,99.49207147,125.8522944,70.2266933,256.9757617,45.53269572,288.1549516,54.94116377,168.7889572,611.1648179,795.8741403,32.34501672,84.97685801,124.9971273,60.36441815,288.8945317,363.8457496,285.6182634,157.4961515,101.9687844,328.0481623,126.9449254,102.213281,17936.01084,7833.981948,8894.897644,8910.606179,12713.18987,12023.03453,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000019851
Smpdl3a,-0.827145937,#N/A,#N/A,#N/A,-2.287860897,-0.473598827,-0.840149689,4108.005328,4858.219675,4415.145794,4644.21428,4200.930083,3832.216299,2314.396009,1842.373444,2285.097914,2250.693946,378.0521972,1613.424307,582.5342654,352.9388995,388.643683,664.3261601,468.730066,712.9443108,549.2791446,465.4000955,259.2410912,405.9586419,5597.84318,4604.169263,5046.447636,5297.546226,7847.570706,5674.798931,5180.256583,2741.783443,2387.44513,2112.754635,6741.159864,5613.620137,592.0087642,639.7602293,571.2332925,531.4964291,656.6514778,342.3333696,766.3587755,1374.615199,853.4760357,1260.772373,205.7890446,358.5799596,1,1,1,1,1,1,0,1,1,0,1,1,0,ENSMUSG00000019872
Ppp1r12a,#N/A,-3.950453793,#N/A,2.225049342,0.582377695,-0.411493428,-0.534029335,932.1320544,1472.843057,887.8671837,1054.512906,793.4742599,342.7481752,776.6170248,396.6220609,853.5512795,509.6104288,9698.122447,7816.846381,8601.769085,12418.03486,7642.98485,9317.833269,623.4564956,876.1945286,385.5317769,554.9326003,523.7118299,622.732674,458.898149,746.6788892,1181.235021,695.0133532,411.7320879,542.2685099,707.5472407,813.9349653,908.312458,1109.842945,474.3044551,367.3897017,735.3372019,960.1834342,1382.821577,986.0913602,722.4320301,1125.157307,5779.309815,4175.813999,3164.274736,4337.020707,5537.249664,4651.943672,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000019907
Rhobtb1,#N/A,1.852434483,#N/A,-2.414246641,-0.934681664,-0.829366701,-0.566402923,1146.001947,242.6707157,463.1960989,744.2595224,697.548331,266.9060258,809.8454149,221.3406985,378.2893185,648.0357967,42.13957612,63.98620497,41.92150635,7.018671297,8.181972274,8.17911825,101.4173236,22.95706189,18.6547634,80.24139578,278.6654958,115.8755735,8.035181598,22.08486855,18.31372126,8.82556639,63.26091975,223.7696739,25.26954431,10.23817566,4.166570908,29.31986024,41.39384335,96.86802424,603.4334948,372.5598619,343.3642742,311.4997387,495.0852091,310.6959255,23.58027002,63.17727378,90.77432981,50.75719113,149.8957239,79.79666706,1,1,1,0,0,1,1,0,0,0,1,1,1,ENSMUSG00000019944
Kitl,#N/A,-2.64339344,#N/A,2.215273251,-1.271159536,-0.615142414,-0.874942801,4901.973647,2413.492415,3177.865692,2968.323107,9219.315908,2536.336497,2485.947232,1242.322649,2825.648386,6118.401264,869.2792559,336.940016,949.3474459,498.3256621,2294.020476,2185.642155,121.5707661,164.5256102,155.4563617,272.8207456,167.348716,259.3405693,8.927979553,96.75275748,55.95859273,94.8748387,159.7606278,217.0565837,68.73316052,134.1201012,144.7883391,103.4818597,184.5475516,209.0931743,270.0390854,233.5287764,200.8160755,336.8090924,161.5662687,636.8049648,1503.778129,496.2472956,239.762632,840.2127889,2558.389728,2906.517841,1,1,1,0,1,1,1,0,1,0,1,1,1,ENSMUSG00000019966
Pde7b,#N/A,#N/A,#N/A,#N/A,-0.710358536,-0.614297314,-0.705467536,110.7202542,15.6174223,44.79652794,89.76432179,56.30434959,1.458502873,133.6863137,39.66220609,48.00625869,120.9940253,54.17945501,0,0,0,16.36394455,14.54065467,3.250555243,0,0,0,0,3.941346038,136.5980872,39.96309548,172.962923,50.74700675,130.8107154,11.1884837,153.6388294,63.47668912,26.04106818,79.33609242,68.12736719,25.98898211,14.54056614,1.086180355,0,0,0,13.79068077,0,2.037976573,0,0,0,3.030253179,1,1,0,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000019990
Nuak1,#N/A,3.300679561,#N/A,-4.408624802,-0.9453168,-0.686040268,-0.920649694,169.3925256,163.382264,145.1407505,100.222301,51.09098388,40.10882901,126.7315344,57.57417012,111.3745202,51.2686548,4.815951556,76.13548439,27.9476709,0,18.40943762,13.63186375,319.2045248,441.2857451,111.9285804,91.2217973,217.4039123,213.6209552,55.35347323,63.09962444,25.43572397,81.63648911,34.31100732,55.94241849,5.053908862,69.61959452,66.66513453,108.6559527,15.52269126,27.17029948,486.0703538,450.7648475,529.6133804,518.8417522,540.0929554,454.2812488,5.359152276,22.41774231,2.960032494,35.34875811,55.89332077,19.19160347,1,1,1,0,0,1,1,1,0,0,1,0,1,ENSMUSG00000020032
Tcp11l2,#N/A,-1.59597157,#N/A,#N/A,-0.394291419,-0.624181803,-0.943690493,1445.987593,773.6630738,1232.800449,973.4635674,2005.060449,1227.330168,619.7481133,675.5369295,749.8577607,980.2566799,886.1350864,1592.365556,1029.697,1011.691334,1298.888098,1539.491813,589.6507211,123.7130557,306.7672204,363.1978967,636.5227946,410.6882571,1412.406365,1297.748943,1628.903763,1418.709797,2534.725666,2559.92507,962.2642473,1239.843073,1156.223427,882.1828538,1861.860579,2525.656535,1377.199336,1110.076323,794.9403196,1025.028827,1133.271971,1219.258423,1650.618901,1394.994965,1121.852315,1146.568693,1648.852963,1371.189564,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000020034
Timp3,#N/A,-6.521309192,#N/A,5.139727478,0.698410048,-0.834496035,-1.213118209,24973.56844,4686.428029,34416.27648,29033.09336,36067.1066,8408.998316,12664.65315,11232.08088,14789.76818,20438.76192,18790.63899,14948.4734,18652.45023,24246.50133,32434.36084,36501.58717,81.91399212,77.79893194,232.1481668,499.1859464,142.6946641,550.2119069,8752.098356,5916.641452,7479.120276,5429.929722,11420.20434,9138.753484,6707.547841,4337.915029,3577.001125,2813.844234,9085.948616,7239.112836,742.6074849,376.9045833,162.3176569,652.2025778,355.4457912,324.4866063,17143.92813,10444.62994,5502.700406,8220.852207,25613.11424,25228.37284,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000020044
Igf1,#N/A,3.397756624,#N/A,#N/A,-1.283127677,-0.81884422,-1.030469136,0,0,0.895930559,0,0,0,33.22839011,70.36843015,19.20250348,0,0,73.70562851,0,0,33.75063563,8.17911825,174.229761,392.8208367,250.8029302,247.4813575,45.5726414,111.1459583,13.39196933,8.413283259,0,70.60453112,27.87769345,15.66387718,34.36658026,23.54780403,104.1642727,13.79758129,5.174230419,3.543952106,15.57917801,43.44721422,24.97194721,29.2031005,26.54302986,73.82070293,52.51969231,62.15828549,154.9083672,221.1563328,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,ENSMUSG00000020053
Ddx21,#N/A,1.470176363,#N/A,#N/A,1.376214659,1.035282945,0.798378077,299.9856459,217.442572,387.9379319,549.9154082,308.6312496,246.4869856,760.3892063,777.8910097,647.1243671,625.4775886,328.6886937,464.102474,639.3029719,204.544135,268.9823385,402.5943761,950.462353,1284.320073,1164.886337,1087.904397,936.1068799,977.4538174,252.6618213,196.6604962,182.1197836,271.3861665,189.7827593,481.8506979,311.3207859,578.456925,552.0706454,716.6118783,344.9486946,460.7137738,471.5297876,1013.406272,747.0774207,848.8367878,695.8890002,735.7733798,545.5617017,645.0195855,665.0206336,583.707698,696.1259041,570.1926399,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000020075
Ppa1,#N/A,2.285912469,#N/A,0.896931265,3.799598897,1.593034048,1.274063651,221.4405084,700.381323,282.218126,165.5846713,156.4009711,815.3031062,734.1155955,775.3321577,619.2807371,536.2701293,183.0061591,234.0761169,248.908944,83.22138824,57.27380592,138.1362193,632.5580503,1357.017436,721.3175181,661.3580305,593.1914307,645.592481,551.7491364,472.1955229,452.7558867,290.1404951,474.9930076,603.4322207,581.1995191,615.3143574,471.8641554,479.4659498,654.540148,773.7628766,163.0620631,245.4767603,405.7941422,220.9701271,279.2788359,293.6603787,405.1519121,520.7030145,709.421121,657.1243495,350.6035575,352.014411,1,1,1,0,1,1,1,1,0,0,1,1,1,ENSMUSG00000020089
Eif4ebp2,#N/A,-2.540409867,#N/A,1.039931772,-0.424694806,-0.344877116,-0.657974008,345.40934,219.8452523,301.0326677,627.4787543,446.2641041,201.2733965,323.010862,230.2966805,348.5254381,318.8910329,1604.915856,988.9513451,1131.007307,1525.057006,1603.666566,1287.756729,370.5632977,90.55285521,155.4563617,188.3561185,344.4096342,245.1517235,467.8261286,289.206612,319.4726931,376.1897674,412.8043068,406.5149077,169.8113378,217.0493241,302.0763909,244.9070679,432.9106117,406.3731749,465.2981164,568.0723259,659.6756055,440.9668175,483.5447614,337.4660705,1371.942983,676.6082224,559.4461413,932.6633871,1477.362092,1057.55836,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000020091
Sgpl1,#N/A,3.323782998,#N/A,-1.831319246,0.693000695,0.516539968,0.727855249,307.5562616,222.2479327,654.0293079,383.4592387,456.6908355,312.1196149,1127.447004,2702.147718,725.8546314,656.2387815,778.9801642,887.7073499,642.7964307,320.853545,609.5569344,740.6645971,6343.133501,2767.601349,7714.781042,9324.894836,7026.404793,6682.158072,1627.570672,1389.243398,1412.191395,1007.217764,2045.793812,1857.288294,1952.830384,2683.425842,3177.010318,1741.944638,3333.066762,3497.880729,7482.15989,5346.179709,4611.486252,6389.638389,4525.009569,6596.001489,845.6742292,1965.628405,2118.396588,3360.851156,687.2337849,843.4204682,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000020097
Unc5b,#N/A,#N/A,#N/A,#N/A,-2.757814985,-0.567421137,-0.673471873,328.3754547,315.9524665,266.0913759,264.935474,358.6795603,247.9454885,210.9616396,211.1052905,235.2306676,481.9253552,54.17945501,58.31654123,32.31449448,88.23472488,28.63690296,18.17581833,11.70199887,1.275392327,10.36375744,49.83413001,20.17149701,11.03576891,441.9349879,473.2471833,383.5707175,993.9794147,354.904482,102.93405,349.7304932,588.6951007,1061.433939,1338.365385,333.737862,252.8019169,11.42473054,34.75777137,12.48597361,1.946873367,1.154044777,14.60189728,40.7295573,28.53167203,3.946709992,38.06789335,40.64968783,67.17061214,1,1,1,0,1,0,0,1,1,0,0,0,0,ENSMUSG00000020099
Pno1,1.413662433,1.809853268,#N/A,#N/A,1.298460096,1.609427906,0.884789913,203.4602961,206.6305104,246.3809037,141.1827197,201.2359161,780.2990372,377.1035901,694.7283195,531.9093463,276.8507359,307.0169117,298.8722738,262.0094147,280.7468519,150.3437405,182.6669743,891.3022476,1244.782911,1065.394265,737.3761949,563.3077314,696.8299795,301.7657089,304.9815181,225.8692288,388.3249212,332.3878834,463.949124,436.6577257,495.5277022,940.6033826,1007.223434,474.3044551,594.2026365,465.2981164,437.7306832,459.9000278,324.1544155,379.6807315,372.3483807,657.0320691,511.5321199,643.3137287,586.4268333,336.6302274,418.1749387,1,1,1,1,1,1,1,1,1,0,1,1,0,ENSMUSG00000020116
Plek,#N/A,6.91193524,#N/A,-2.614645965,2.67743259,1.073871416,1.786499011,507.2312499,1221.76296,558.1647381,119.395263,22.93880909,1787.395271,2031.568317,6487.96926,1050.37694,53.319401,69.83129757,831.0107126,153.71219,46.1226971,49.09183364,58.16261867,23816.81826,17313.45084,23150.56138,28070.12954,31129.10245,22092.82108,408.9014635,1862.490581,147.527199,366.2610052,66.47757669,77.57348697,529.6496487,2300.518072,3650.957758,1295.247944,137.1171061,75.6043116,15279.01918,14581.97127,12182.14825,13913.33051,22204.97554,31212.36666,1529.50206,2519.958033,7477.042079,6262.168456,13.97333019,55.04959942,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000020120
Ptprr,#N/A,#N/A,#N/A,#N/A,-2.479451098,-0.809676561,-1.382523296,1868.049417,3632.852694,2394.822384,2942.178159,1285.615982,2127.955692,1026.989081,969.8049101,1420.985257,696.2283322,20.46779411,2.429855885,0,48.12803175,35.7961287,40.89559125,23.40399775,0,0,31.25191204,0.747092482,7.094422868,0,57.84132241,0,8.82556639,19.29994162,24.61466413,6.064690634,21.5001689,6.249856363,0,29.32063904,41.34610791,34.27419161,20.63742675,0,0,12.69449254,19.46919638,0,36.68357832,0,23.56583874,45.73089881,92.92776417,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000020151
Ptprb,#N/A,-2.01971672,#N/A,#N/A,-3.761484395,-0.578212263,-1.036847998,15868.95677,14515.79336,20716.60231,17633.02449,19103.85728,5939.0237,12964.48142,8239.503458,11152.81402,16844.82922,122.8067647,281.0533307,192.1402375,218.5814775,466.3724196,465.3009494,57.20977227,68.87118566,101.564823,87.84321222,49.30810381,68.57942106,13.39196933,266.0700831,38.66230043,214.019985,131.8829344,164.0977609,6.064690634,250.8353038,39.58242363,139.7005106,68.12736719,154.7525753,205.6451497,253.0800228,0,65.22025778,192.7254777,75.44313596,118.9731805,105.9747818,18.74687246,113.2973016,487.796254,1138.870153,1,1,1,0,1,1,1,1,0,0,0,1,0,ENSMUSG00000020154
