Genes,DT_GBLog2FC,DT_GB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,SHAM-1 DTGB,SHAM-2 DTGB,SHAM-3 GTGB,Double_Therapy-GB-1 Counts,Double_Therapy-GB-2 Counts,Double_Therapy-GB-3 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,GB-Control_Exp,DT-GB_Exp,Regulated_DT-GB,UP-DT_GB,DOWN-DT_GB,GeneID
Fubp1,0.28478322,0.112165006,0.456403329,0.717615635,0.692895416,2571.461818,2482.982506,2556.285573,3021.53418,3070.727261,3178.378981,1686.656605,2183.398805,1813.866778,2156.633698,2574.869567,2173.090505,3014.913174,2995.304703,1302.349043,1208.647436,1137.555979,2072.973809,2053.945192,1874.382545,2382.600477,2326.702319,2365.812368,4239.576138,3428.891169,3771.274493,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028034
Ptgfr,-0.621534898,0.054087389,-1.494580658,-1.304551798,-1.948599501,390.5085283,591.509143,350.8378011,238.5671844,315.8598034,313.9556508,319.2434362,379.607706,206.7808127,246.3160315,91.74957801,71.24886903,148.6840728,97.82688329,208.3355888,238.0268474,143.5038389,68.71092964,50.67928081,119.1265967,361.8275796,554.2792555,324.6962773,65.54694091,120.5469551,133.6704016,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028036
Adam15,-0.148488051,0.61390831,-0.794523497,0.723051876,-0.655383726,2542.910487,3055.00066,2492.728,2514.935338,2473.443498,2314.156974,11123.27614,13790.66799,8047.764122,8364.709975,5515.56117,7049.31992,5507.557924,5752.478177,4859.150834,3736.139924,4729.341844,6370.318392,9650.100037,5972.151337,2356.146102,2862.717358,2306.990579,1250.635633,1800.167864,1724.937904,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000028041
Gpatch4,0.63537132,0.187226759,0.84429239,1.623080212,1.611384788,73.68085439,92.37033895,106.7767221,102.650422,178.1164305,142.6303897,219.528174,191.9855065,221.291747,237.1932156,409.3442711,355.1648168,373.584351,424.7746248,157.0065307,142.8161085,155.026045,533.3831487,486.7123384,381.5773801,68.26935464,86.55650265,98.82060613,277.9190295,272.3468246,222.1287557,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028069
Fmo5,-0.364142726,0.296793465,-1.765872076,-0.75974962,-1.392757107,454.0582652,613.5424348,415.6665253,326.9606033,429.8543189,398.3523311,990.9687293,1129.223843,877.9115207,1048.211556,272.8961807,335.7333071,322.3570654,257.4391666,898.7617429,790.778082,821.219049,413.4301699,453.2448888,614.2465143,420.709898,574.9257607,384.6945024,152.0689029,166.9798564,206.4028261,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028088
Abca4,0.190788799,0.750230158,1.65170839,-1.057429639,0.843719424,166.7029331,199.9944953,185.5881122,265.1802567,185.2410877,179.7649291,50.24412434,77.66686398,77.63349811,62.03514869,236.4316049,249.3710416,171.1741006,182.7818083,211.3549451,394.9482506,590.7749281,194.4868686,208.4544003,172.1751593,154.4594149,187.4067397,171.7596249,267.4315189,454.5066679,198.5398613,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,ENSMUSG00000028125
Ccn1,1.321678309,2.42E-05,1.978637283,2.517741299,2.500770855,108.6792602,202.5367982,202.1130811,565.5277877,377.6068326,337.5867213,1396.01367,1363.969757,2087.397888,2822.599265,6770.648346,4665.721393,8300.069711,10491.93323,749.8068292,1203.357951,1371.142519,7002.691863,8671.894296,3363.465004,100.6972981,189.7890287,187.0532902,1174.601181,667.0264852,859.0289047,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000028195
Rps20,0.351314416,0.194794406,0.367276305,0.377489018,0.861570331,868.5130711,908.449572,910.1444406,1410.492835,1062.761369,954.5264543,7606.960425,8671.636263,6380.457779,8476.920612,9225.537696,11365.27414,9826.892711,9741.498063,4870.221807,4920.103094,5834.426151,6486.777595,7593.286206,6215.98859,804.7250178,851.2712921,842.3280237,1742.237689,1541.215145,1258.074368,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028234
Polr1e,0.00487208,0.997369331,0.702498903,1.781909003,1.212751303,43.28750195,61.86270407,64.82872412,47.5233435,41.56050044,80.1768463,108.9911005,119.5546108,94.32107247,124.0702974,196.4381991,155.4520779,168.6752086,205.9513332,79.50971746,86.39492981,85.89280869,344.7192402,281.1265766,241.9758996,40.10824585,57.96903388,59.99822515,111.4297996,117.8681339,135.6361428,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028318
Anp32b,0.337218402,0.194794406,0.429431108,0.589552904,0.970575343,1788.60274,1781.306903,1841.898456,1903.785141,2081.587351,2848.387961,2353.743979,2583.077723,2564.082078,2594.528866,3394.734386,3159.779388,3333.521901,3708.411194,1771.355731,1774.622385,1768.134891,2735.626673,2820.827894,2441.164556,1657.238584,1669.190537,1704.655456,3053.176508,4031.625944,2771.695093,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028333
Tmeff1,-0.44905765,0.109690305,-2.039643237,-1.053428116,-1.160725247,1017.716801,949.9738529,936.8386212,603.5464625,932.1426528,595.840563,1796.420692,1861.386751,2708.465873,3926.459999,689.2981117,774.0218044,502.277288,536.7606623,1741.162167,1305.621337,2785.231443,718.5532811,1288.018703,802.2431748,942.970461,890.1820135,867.0331752,395.9035231,464.3290124,346.9533219,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028347
Txn1,0.213507836,0.58937176,1.803140533,1.246195382,0.583297218,400.6396457,437.2761,348.2954982,533.2119141,420.3547759,423.6713352,3319.977139,3992.425873,2668.560804,3170.178554,11080.52596,9753.538358,12133.37001,12924.73336,1842.813831,2136.952141,2019.528478,4864.5009,5286.900823,4081.947291,371.2146159,409.753719,322.3434057,635.8053268,543.8007088,477.6751117,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028367
Kdm4c,-0.056357944,0.893891991,-0.387769392,-0.313291679,-0.557117402,1196.392873,1402.50377,1308.014846,1224.201329,1325.186243,1209.404429,822.4576661,943.3469659,994.7245412,1091.088792,725.7626876,730.8406717,774.6565138,711.8192955,952.1037052,885.1072401,989.8622465,753.491042,727.6779754,792.9364094,1108.523646,1314.229467,1210.552425,752.4788817,925.9792036,789.245092,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028397
Cntfr,-1.859064107,4.20E-05,0.953651751,-0.866513129,-1.944481375,84.73298255,73.7267843,114.4036308,26.61307236,23.7488574,24.47503729,560.415233,248.708497,476.6841893,274.5967611,824.5699254,779.419446,643.4646848,777.466283,333.1356516,297.0927688,417.9418374,180.5117643,192.1987819,201.026132,78.50975784,69.08638285,105.8792209,18.35314346,22.32351021,24.57176501,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000028444
Spaar,-0.089445097,0.864292458,-0.828145667,-0.738941799,-0.674248532,504.7138526,606.7629604,566.9335482,467.6297,488.0390195,620.3156003,1004.882487,1374.441694,867.7538667,634.0357108,492.8599126,747.0335965,546.0078976,399.0307082,1577.110472,1882.175257,1530.358457,1053.955785,801.3063645,1135.425375,467.6450793,568.5729899,524.6903611,200.5736392,411.6455283,362.6792515,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028475
Reck,-0.449351898,0.081660564,-1.171973655,-1.066200823,-1.131904881,2677.378046,3974.466878,2575.352845,2571.012883,2170.645566,2018.768593,5471.971634,5948.932716,5826.865639,6380.497499,2027.900929,2976.259574,3253.557358,2228.135987,8141.191196,6954.79185,6732.11075,3262.02227,2211.720312,4950.2685,2480.737674,3724.311903,2383.458905,831.1352108,1440.312879,1645.325385,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028476
Glipr2,1.132726435,6.94E-05,4.445289546,1.294785797,1.075900202,286.4343214,372.0236587,190.672718,767.0267641,478.5394765,622.0035339,280.5941098,338.5926205,356.2434353,327.5090938,6976.496758,4803.901018,8421.265972,8185.278301,517.3163895,646.1988117,638.9586988,1678.177112,1654.248223,1091.683578,265.3971162,348.6082997,176.4653681,423.4332383,642.9170941,603.4825486,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000028480
Plin2,0.247973571,0.61711675,2.278395845,1.231131135,0.706956646,221.0425632,334.7365494,217.3668985,342.1680732,308.7351462,270.069377,1469.44739,1884.075948,1287.845413,1655.791101,9003.221411,6273.139059,7466.689236,7800.406747,1756.258949,1954.464892,2300.251316,5719.311448,5075.577784,3316.931177,204.8080639,313.6680601,201.1705196,391.9707067,385.7502565,400.0283343,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028494
Rps6,0.641879403,0.000187831,0.37700746,0.390491954,0.92507315,1559.271081,1694.868605,1812.661973,2380.919509,3033.916532,2491.390003,5894.795265,6374.791476,6013.331143,7105.761369,7988.09467,8662.135228,7757.810152,8559.852288,3786.272874,4280.95693,4820.472019,5912.633725,5767.875884,5213.64996,1444.750218,1588.192709,1677.597433,3316.67521,3415.497063,2211.458851,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000028495
Tnfrsf1b,0.359710833,0.355301142,1.289616873,0.387845911,0.585678739,418.1388487,489.8170267,326.6859235,676.7324114,428.666876,481.0610778,1145.566035,1363.969757,1329.201575,1255.299479,2946.572986,2954.669008,3346.016361,3206.40482,1111.12314,1216.581665,1362.762733,1608.30159,1774.731041,1445.340662,387.4285876,458.9876929,302.3439973,469.3160969,563.4453978,692.9237732,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028599
Lrp8,-0.124501958,0.767783171,-3.018268034,-0.958843982,-0.54113597,3433.527815,3144.828696,3610.070128,2584.31942,3947.060099,2817.161189,1808.788476,1698.199071,2683.797285,2818.950139,321.123523,371.3577416,171.1741006,247.1415999,3310.221022,2671.190177,3286.971142,1616.453735,1791.942873,1359.71842,3181.351926,2946.891572,3341.077636,1996.55982,2704.716497,1803.567552,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028613
Ctps1,0.290234018,0.326328793,3.304803146,0.682456566,0.55944533,590.3678458,744.0473174,583.4585171,801.2435714,850.2090948,697.9605462,725.8343501,957.3095482,880.8137075,1016.281701,8271.57734,7142.159356,11170.04715,8787.685951,1410.03942,1745.530214,2325.390674,3013.964168,2965.216034,2816.227201,547.0082041,697.2165993,539.9840264,891.4383964,887.5827661,853.1316811,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028633
Mfsd2a,0.080219696,0.875218429,-2.499658967,-0.826234523,-0.954887445,1020.479833,944.0418127,1002.938497,915.2995958,1316.874143,908.1082802,5203.745309,6518.780606,7692.97178,11056.85297,1393.88782,1663.553139,987.0623321,1342.545254,6286.29994,6289.198258,5244.698697,3886.243597,2555.000723,3611.024963,945.5305618,884.623339,928.2078362,439.1645041,641.1312133,341.0560983,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028655
Gale,0.783325798,0.568685272,0.86135558,1.815085775,2.363820225,28.55133108,12.71151453,15.25381744,32.31587358,9.499542959,54.8578422,60.29294921,59.34097473,86.34005865,35.57898233,105.8648977,106.8733035,106.2029091,122.2836041,65.41938778,51.13169315,61.80092333,189.8285005,244.7904885,190.7886901,26.45437492,11.91144532,14.11722945,115.362616,71.43523268,85.50974223,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,ENSMUSG00000028671
Plk3,0.705806579,0.115404774,2.247698049,0.775603122,1.025405734,76.44388643,93.21777325,102.9632677,124.51116,198.3029593,122.3751865,180.1058611,159.6970349,219.1151068,200.7019516,906.9092903,754.5902947,745.919256,1203.528104,352.2582419,412.5798689,447.2710892,758.1494101,766.8827021,550.9605098,70.82945544,87.350599,95.29129877,159.9345358,193.7680686,160.2079078,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028680
Mrto4,0.183833491,0.809758086,1.012962184,1.46626449,1.096213857,90.25904663,106.7767221,102.9632677,133.0653618,100.9326439,106.3398172,294.5078673,340.3379433,264.8245496,314.7371514,574.0230009,595.8996319,562.2506955,716.9680789,185.18719,232.7373619,226.2542278,656.8299037,606.2389441,519.3175076,83.62995943,100.0561407,95.29129877,213.6830274,196.4468899,186.7454141,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028741
Pink1,-0.443287057,0.027741247,-0.448881847,-0.712751843,-1.208970096,1658.740234,1871.982374,1792.323549,1119.649973,1477.17893,1319.96408,8935.724267,7269.269404,6311.530842,7456.989785,6021.360126,5800.305656,4790.375926,5345.724294,6583.203315,6047.645087,6160.19034,3510.080372,3645.083367,4308.101689,1536.913846,1754.158847,1658.77446,574.1912024,829.5416395,734.2043384,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000028756
Sema3c,-0.085721526,0.879788624,-0.928199135,-0.980615153,-1.358148305,10354.00206,11818.31878,11467.05726,7470.669598,14353.80941,9877.787464,10486.33524,12685.87867,9229.679715,13989.83831,6828.285902,6567.85029,4840.353765,6141.211318,9703.204886,7906.017658,8657.366632,3835.001547,4738.03465,4735.28222,9593.551061,11074.46776,10612.62724,3491.030073,5784.467966,2924.040036,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028780
Ak2,0.355533695,0.374016872,0.398015311,0.741994452,1.043890875,168.5449544,180.5035064,181.7746578,237.6167175,193.5531878,246.4383065,548.8204351,589.9191017,473.0564558,582.9479413,764.5798167,698.4548221,703.4380923,723.404058,378.425997,410.816707,369.7580667,649.8423515,701.8602286,588.1875713,156.1661487,169.1425235,168.2303176,343.4659704,356.283223,317.4672039,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028792
Nipal3,-0.369254585,0.126603919,-2.33112284,-0.701596195,-1.158540624,1029.68994,1224.542567,1257.168787,798.3921708,1036.637625,884.4772097,1770.912136,2115.331217,1352.41907,1410.387351,315.2421398,438.2884973,303.6153756,262.5879499,1261.084506,1176.910523,1122.891353,730.1992014,698.0353772,761.2934072,954.0642311,1147.469232,1163.494994,456.2067087,524.1560198,480.6237235,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028803
Csf3r,2.108045378,0.000132902,1.385782421,2.161436496,1.784413257,25.78829904,12.71151453,24.15187761,100.7494882,46.31027192,119.843286,48.69815128,48.86903801,49.33717637,39.22810873,76.45798167,124.1457566,123.695153,163.4738708,50.32260599,124.3029092,79.60796903,508.9267161,346.1490501,286.6483734,23.89427412,11.91144532,22.35227996,44.57191982,76.79287513,76.66390682,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000028859
Fgr,3.289885702,8.30E-09,3.586067846,2.688483597,3.992420711,10.13111748,7.626908721,7.626908721,105.5018226,47.49771479,95.36824875,18.55167668,23.56185761,19.58976121,16.42106877,211.7297954,272.0411363,228.6486162,225.2592707,17.10968604,54.65801682,59.70597677,361.0235286,225.6662315,262.4507834,9.387036263,7.146867191,7.058614724,90.45477846,138.4057633,147.43059,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000028874
Fam76a,-0.06726476,0.895130719,-0.488816961,-0.341816742,-0.684784251,1108.896859,1426.231931,1503.772169,1100.640635,1490.240802,1264.262271,1753.133446,1991.413299,1593.300578,2093.686268,1105.700043,1407.704927,1374.390589,1406.905045,1634.478242,1440.503217,1682.242082,1236.796733,1176.1418,1339.243537,1027.453787,1336.464165,1391.723536,583.3677741,1017.952066,731.2557266,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028878
Smpdl3b,1.775231915,0.069699509,2.107199697,2.055165432,2.420981763,8.289096119,11.86408023,7.626908721,35.16727419,11.8744287,48.10610778,44.83321864,64.57694309,25.3941349,67.50883828,150.5634101,228.8600035,219.9024942,267.7367332,24.15485087,27.32900841,20.94946553,121.1175709,83.19051756,98.65171291,7.680302397,11.11734896,7.058614724,68.16881855,30.35997389,42.26343581,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,ENSMUSG00000028885
Yrdc,0.154205688,0.899861035,1.330874455,0.915997082,1.38072676,45.12952331,55.08322965,52.11720959,63.68128029,71.24657219,35.44660573,308.4216248,430.2220668,349.7135149,417.824972,943.3738662,790.2147292,873.362747,1180.358579,283.8194978,276.8164078,344.618708,652.1715355,588.0709,468.130298,41.81497972,51.61626305,48.23386728,100.942289,141.0845845,125.8074368,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028889
Sesn2,0.172242126,0.883828811,0.849229438,0.610733493,1.089843795,44.20851263,38.9819779,48.30375523,44.67194289,53.43492914,49.79404138,118.2669388,148.3524368,102.3020863,81.19306225,154.09224,195.3946257,168.6752086,293.4806499,128.8258713,195.7109634,164.4533044,266.6915744,234.2721472,247.5599588,40.96161278,36.52843231,44.70455992,111.4297996,60.71994778,88.45835403,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028893
Rcc1,0.34101206,0.780949059,0.637890911,0.843174297,1.614307861,34.99840583,26.27046337,50.84605814,66.5326809,27.31118601,46.41817417,127.5427772,123.0452564,93.59552576,139.5790845,225.8451151,164.0883044,218.6530482,142.8787374,107.6903768,96.09231989,113.1271139,235.2475896,177.8555893,156.3536582,32.42794345,24.61698699,47.05743149,140.2704536,84.82933881,91.40696583,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028896
Ptpru,-0.592253144,0.080961542,1.331998645,-0.731776232,-0.779786594,204.4643709,187.2829808,216.0957471,123.5606931,150.8052445,129.1269209,229.5769989,212.9293799,615.9891579,252.7020027,1015.126741,1100.039357,639.7163469,547.0582289,849.445589,1147.818353,732.1838204,630.044287,401.6093951,613.3158378,189.4474591,175.4952944,199.9940838,110.1188607,125.0116572,93.37270703,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000028909
Pgd,0.271031438,0.519344589,0.737111846,1.120805214,0.777275745,209.990435,218.63805,222.4515043,302.2484647,245.8006741,237.1546717,1057.445571,1384.913631,1126.048496,1185.966078,1775.001451,1708.893328,2293.982838,2147.042649,757.8584461,862.1861362,861.0230335,1878.486941,1943.024502,1575.635377,194.5676607,204.8768595,205.8762628,280.5409071,414.3243495,340.0732277,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028961
Tnfrsf9,4.851851323,2.38E-12,2.842079369,1.696853403,6.212764914,5.526064079,3.389737209,0,91.24481952,61.74702923,123.2191533,6.956878755,6.981291144,55.86709677,6.385971188,110.5700043,185.6788708,109.9512471,142.8787374,14.09032968,52.01327407,60.75345005,105.9778745,208.4544003,96.79035983,5.120201598,3.176385418,0,270.0533966,226.8068638,172.9852257,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000028965
Abcb1b,0.083093959,0.921166653,2.030123736,0.489256988,1.076848819,136.3095806,153.3856087,136.0132055,192.9447746,110.4321869,146.8502237,166.1921036,162.3150191,243.783695,160.5615613,679.8878986,743.7950115,704.6875383,871.4315788,391.5098746,454.8957529,474.5053944,741.8451217,541.2164706,573.2967467,126.2983061,143.7314402,125.8786292,289.7174788,300.9209177,245.7176501,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000028970
Dnajc2,0.484733638,0.021489962,0.742927205,1.000357054,1.217542849,680.6268924,731.3358029,860.569534,989.4360117,1020.013425,1165.518155,424.369604,451.1659402,498.4505907,495.3689079,846.9191816,652.0351044,765.9103918,864.9955996,397.5485873,420.5140971,373.9479598,775.6182905,875.8909665,734.3037876,630.6381635,685.305154,796.447028,1877.264388,1661.7621,1371.104487,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000029014
Atad3a,0.014470554,0.986384067,0.626328852,1.075666512,0.826789042,184.202136,170.3342948,180.5035064,208.1522445,194.7406307,138.4105557,360.9847087,407.5328706,314.8872727,325.6845306,583.433214,596.9791602,456.0477863,536.7606623,326.0904868,389.6587651,349.8560744,917.6985179,721.9406984,609.5931316,170.6733866,159.6133673,167.0538818,317.247194,278.5974075,286.9982153,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029036
Cd38,0.218887905,0.601213337,0.864579263,0.958677112,0.843193904,415.3758166,523.7143988,362.2781642,573.1315226,436.9789761,506.3800819,652.4006299,858.6988108,613.0869711,675.0883828,1008.069081,1035.267658,1334.408317,1719.693633,473.0324963,574.7907575,471.3629745,1026.005576,939.0010143,991.1705118,384.8684868,490.7515471,335.2841994,770.8320251,650.9535578,755.8274916,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029084
Prom1,-0.167821698,0.603049362,-1.089259642,-0.988849161,-1.222657968,6640.487002,7131.159654,6493.041624,5719.909624,7286.149449,5038.481815,11700.69708,13965.20027,9370.435777,13461.62726,6503.633549,5322.074611,5476.321774,5491.177423,10365.45038,7963.320418,8807.155311,3782.594906,4729.428734,5158.740044,6152.775587,6682.320824,6009.234002,2100.123987,3473.538189,2497.474195,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029086
Emilin1,0.546284158,0.106152474,1.499995237,0.765097659,0.859868381,339.8529409,439.8184029,366.0916186,699.5436163,370.4821754,601.7483306,524.8578527,554.1399846,584.7906493,335.7196282,1293.904305,1295.433982,1266.938234,1803.361362,682.3745372,1007.646987,1082.039895,1426.625234,1445.793822,1838.08616,314.8923983,412.136008,338.8135067,694.7975737,583.9830272,658.5233022,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029163
Ppat,0.131056488,0.824930165,0.615649054,0.734333965,0.791773368,188.8071894,191.5201523,199.5707782,230.0129825,212.5522737,192.4244311,232.668945,299.3228578,275.7077503,266.3862267,397.5815047,370.2782133,454.7983403,423.487429,194.2452591,214.2241627,186.4502433,354.0359764,327.981006,309.9152868,174.9402213,179.4657761,184.7004186,373.6175632,231.2715658,330.2445217,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029246
Sparcl1,-0.285888413,0.100361259,-0.368411821,-0.831187763,-1.128712063,42887.78332,49446.9441,45789.41765,37027.33785,36961.53421,39305.22196,51098.27445,47436.128,53223.9301,58504.6189,43789.25052,38519.72946,40012.25838,40555.6791,43267.37663,43280.33351,47221.14279,21378.41585,20936.28025,32870.56461,39737.8846,46334.72819,42377.56993,17549.53796,21468.0733,19723.26434,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029309
Plac8,6.206699001,8.36E-14,5.250485463,3.695774443,6.970339242,1.84202136,2.542302907,0,177.7373047,92.62054385,86.92858072,42.51425906,53.23234498,10.15765396,21.89475836,764.5798167,1392.591531,1518.076878,1181.645775,6.038712718,40.55272215,9.427259491,281.8312707,218.9727416,229.8771046,1.706733866,2.382289064,0,192.7080063,146.442227,229.0088499,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000029322
Abcb9,-0.696943859,0.23415653,-0.67844158,-0.528041067,-1.691648339,73.68085439,77.96395581,113.1324794,44.67194289,68.87168645,49.79404138,257.4045139,264.4164021,243.0581483,213.473894,154.09224,184.5993425,132.4412749,139.0171499,277.780785,254.7768848,237.7764338,185.1701324,152.0378424,197.3034258,68.26935464,73.05686462,104.7027851,24.90783755,19.64468899,31.45185921,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029408
Sdad1,0.188680633,0.652988123,1.078369855,0.668752824,0.979477171,266.1720865,275.4161482,277.1110168,293.6942628,322.9844606,316.4875512,228.0310258,286.2329369,274.2566569,250.8774395,435.2223572,519.2531212,622.224103,619.1411956,228.4646312,265.3558558,262.9157925,423.9114981,404.4780337,375.9933209,246.6230436,258.0813152,256.4630016,524.3755273,487.545463,489.469559,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029415
Ran,0.21269007,0.508495113,1.091077183,1.094799641,0.840294129,586.6838031,643.2026354,508.4605814,681.4847458,691.0917502,645.6346044,2162.04332,2811.715008,2302.885262,2925.687086,5021.524981,4901.058566,5606.264157,6202.996718,1474.452355,1564.806127,1663.387563,3408.760865,3753.135419,2882.305235,543.5947363,602.7191331,470.5743149,1139.205833,894.7262893,866.8918695,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029430
Mmp17,-0.775015401,0.002512388,0.679038739,-0.630060562,-1.060660793,408.9287419,396.5992535,508.4605814,307.9512659,237.488574,221.1193024,452.9701056,366.5177851,469.4287222,255.4388475,586.9620439,587.2634053,722.1797822,579.2381248,252.619482,253.8953039,260.8208459,165.3720679,132.9135855,197.3034258,378.8949183,371.6370939,470.5743149,217.6158438,146.442227,222.1287557,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000029436
Pus1,0.629306811,0.283286223,0.876020565,1.111739083,1.030236386,52.49760875,69.48961279,57.2018154,94.09622013,67.68424358,114.7794852,166.9650901,182.3862311,166.8757436,159.6492797,294.0691603,304.4269858,346.0965392,296.0550415,130.8387756,143.6976894,129.8866863,295.8063751,329.8934317,249.4213119,48.64191518,65.11590107,52.93961043,150.7579641,75.89993472,115.9787308,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029507
Cabp1,-0.569509059,0.15656648,1.129929994,-0.530311935,-1.238116701,214.5954884,210.163707,232.620716,141.6195636,105.6824154,193.2683979,255.0855543,192.8581679,317.7894596,152.3510269,544.6160848,545.1618009,428.5599746,494.2831998,257.6517426,223.0399719,247.2036933,157.2199237,154.906481,190.7886901,198.8344954,196.9358959,215.2877491,51.12661391,106.2599086,99.26993063,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029544
Tmem106b,-0.482349214,0.00177519,-0.289904721,-0.44249438,-0.990040965,3772.459745,4285.475267,3850.317752,2968.308035,2816.614487,2740.36021,2443.410416,2550.789252,2395.755241,2485.055074,1896.157945,2132.068429,2268.993918,1778.904641,2266.530174,2189.846996,1956.680081,1555.894949,1386.508626,1776.661509,3495.390958,4015.745265,3563.424,1887.751898,1954.646554,1733.783739,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000029571
